intensity	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
0.026	315.4	2406.0	2909.7	4227.7	--undefined--
0.061	303.9	2458.9	2558.8	3398.3	4561.7
0.149	355.2	2056.6	2687.0	3491.4	4367.9
0.286	377.5	2096.0	2463.5	3401.6	4397.4
0.232	542.9	1847.2	2474.3	3456.0	4740.8
0.123	589.2	1408.5	2486.7	3397.5	4737.9
0.079	625.1	1239.8	2471.3	3435.6	4851.2
0.109	663.0	1257.7	2419.8	3280.3	4515.5
0.126	873.0	1244.9	2505.2	3139.1	4552.8
0.131	916.4	1266.2	2635.0	3006.1	4076.8
0.140	939.0	1567.6	2722.5	3473.0	4105.6
0.141	906.9	1555.9	2693.5	3331.8	4166.1
0.136	870.6	1755.7	2702.6	3352.3	3995.5
0.062	700.6	1717.9	2740.0	3576.8	4004.3
0.006	577.4	1545.7	2720.4	3137.6	4232.2
0.006	846.2	2162.4	2873.6	3909.6	--undefined--
0.012	518.9	1726.0	2882.1	3686.6	4578.0
0.066	631.7	1678.2	2710.4	3522.0	4355.9
0.076	589.1	2109.2	2834.9	3002.6	4396.4
0.076	561.2	1704.2	2388.1	4011.4	4374.5
0.012	560.5	1498.9	2527.6	4144.8	4785.2
0.064	719.9	1885.4	4136.1	4497.6	4880.9
0.086	711.2	2428.2	4256.3	4768.7	--undefined--
0.086	558.0	2164.8	4039.9	4550.7	5010.1
0.043	583.7	2085.8	3846.6	4435.1	5288.4
0.037	630.2	2474.0	3866.2	4322.7	4918.3
0.022	539.8	2124.1	3797.0	4455.4	--undefined--
0.012	770.6	2193.8	3990.3	4613.8	--undefined--
0.014	765.3	2030.9	3875.5	4581.3	--undefined--
0.019	692.9	1810.8	3695.2	4540.7	--undefined--
0.058	575.2	1635.3	2587.1	4196.4	--undefined--
0.091	587.8	1605.6	2218.2	3696.1	4609.6
0.118	762.1	1540.2	2511.7	3533.9	4277.7
0.130	827.7	1655.0	2609.4	3518.0	4283.0
0.078	843.0	1581.5	2702.5	3526.2	4223.8
0.066	838.3	1412.2	2795.2	3755.8	4352.8
0.064	827.0	1383.2	2878.7	3793.7	4400.0
0.064	805.3	1140.3	2830.5	3903.5	4752.9
0.031	872.3	938.1	2870.5	3760.2	4646.8
0.053	615.8	1131.5	2899.0	3680.5	4755.8
0.053	604.6	1145.3	2764.4	3579.1	4866.8
0.025	556.8	1147.9	2834.0	3542.3	4772.5
0.094	737.5	1023.4	2786.5	3550.3	--undefined--
0.094	766.8	1243.3	2844.4	3539.6	--undefined--
0.061	756.1	1227.0	2953.5	3518.4	--undefined--
0.073	791.0	1232.4	2901.1	3538.4	5345.8
0.081	786.5	1255.1	2835.9	3702.5	--undefined--
0.101	801.4	1313.7	2850.5	3759.9	--undefined--
0.137	843.9	1302.5	2881.8	3884.0	4177.9
0.137	893.7	1286.3	2843.8	3570.6	4209.9
0.191	1009.0	1334.5	2964.0	3833.5	4496.0
0.295	964.6	1375.7	2854.8	3529.4	4139.4
0.298	983.1	1494.7	2826.0	3625.5	3952.8
0.312	882.4	1637.2	2745.1	3575.5	4270.7
0.286	859.5	1827.4	2712.0	3654.3	4453.7
0.140	733.7	1802.7	2525.9	3627.6	4222.3
0.131	608.6	1946.8	2499.4	3662.1	3867.4
0.121	562.0	1965.2	2484.1	3691.4	4273.2
0.085	565.0	2037.5	2465.0	3694.6	4287.6
0.026	490.1	2084.6	2673.0	3243.5	4473.5
0.002	748.6	1912.6	2542.1	3754.1	4809.0
0.0007	563.5	2102.4	2773.2	3939.8	5072.1
0.0005	842.8	2389.8	2845.9	4412.8	4872.6
0.0003	657.6	2297.9	2877.0	4318.6	--undefined--
0.0001	852.7	2490.0	3418.4	4701.0	--undefined--
0.00003	685.7	2199.1	3148.6	4225.7	--undefined--
0.000005	768.4	2215.1	3074.0	4440.7	--undefined--
0.000008	720.2	1859.6	3098.9	4372.1	--undefined--
0.00000001	964.4	1833.4	2871.1	4235.9	--undefined--
0.000000009	1085.0	1878.5	2699.4	4485.2	--undefined--
0.000000007	1234.4	2147.6	3130.9	--undefined--	--undefined--
0.000000006	1285.8	1986.6	2899.0	4288.2	--undefined--
0.000000004	1391.4	2325.6	3306.3	--undefined--	--undefined--
0.000000004	1242.7	1984.8	2685.8	4141.6	--undefined--
0.000000003	1560.1	2287.5	3486.9	--undefined--	--undefined--
0.000000002	1112.6	2058.6	2764.3	4044.3	--undefined--
0.000000002	947.6	1988.1	2938.4	4193.9	--undefined--
0.000000001	1247.0	1910.4	3035.0	4322.1	--undefined--
0.0000000009	1152.2	2204.7	3281.2	5126.0	--undefined--
0.0000000007	879.2	1847.3	3018.5	--undefined--	--undefined--
0.0000000004	1104.0	2097.1	2940.2	4978.4	--undefined--
0.0000000003	1058.1	2374.3	3202.5	--undefined--	--undefined--
0.0000000002	1407.3	2286.6	3288.1	4785.9	--undefined--
0.0000000001	1035.4	1911.8	2981.2	4629.7	--undefined--
0.0000000001	1366.9	2341.8	3020.6	4673.0	--undefined--
0.0000000002	1120.3	2259.5	3112.9	4730.1	--undefined--
0.0000000002	1276.4	2202.5	3252.8	4810.9	--undefined--
0.0000000004	1327.6	2223.6	3122.5	4674.3	--undefined--
0.0000000006	1103.7	2047.1	3049.5	4358.5	--undefined--
0.0000000007	1101.0	2256.7	3210.8	4995.4	--undefined--
0.0000000009	1118.5	2100.3	3179.1	--undefined--	--undefined--
0.000000001	1429.3	1486.9	2701.6	3691.6	--undefined--
0.000000001	1153.1	1899.6	2914.0	4287.7	--undefined--
0.000000001	1205.7	2181.6	3197.5	--undefined--	--undefined--
0.000000002	1107.4	2022.1	2854.6	4519.5	--undefined--
0.000000002	1489.3	2397.9	3180.8	--undefined--	--undefined--
0.000000002	827.0	1998.5	2724.0	3789.1	--undefined--
0.000000002	1129.7	2034.2	2798.3	4416.8	--undefined--
0.000000002	913.1	1634.3	2857.4	4151.6	--undefined--
0.000000003	1119.9	1836.5	2887.4	4247.2	--undefined--
0.000000003	1362.5	1733.9	2492.2	3999.0	--undefined--
0.000000003	1189.7	1667.8	2880.2	4404.4	--undefined--
0.000000004	1322.5	2259.7	3098.3	--undefined--	--undefined--
0.000000004	1136.0	1896.9	2983.2	4141.6	--undefined--
0.000000004	1457.9	1847.5	3000.5	3716.0	--undefined--
0.000000005	1101.8	2050.3	3002.7	4327.5	--undefined--
0.000000005	1159.9	1968.0	2765.3	4119.8	--undefined--
0.000000006	965.3	1804.8	2691.8	4307.1	--undefined--
0.000000006	1121.3	2336.6	3024.9	3877.7	--undefined--
0.000000007	1079.6	2145.7	3009.1	3665.1	--undefined--
0.000000007	1553.1	2463.1	3697.6	--undefined--	--undefined--
0.000000008	1093.1	2181.7	2514.1	3579.1	--undefined--
0.000000009	919.4	2128.5	3035.9	--undefined--	--undefined--
0.000000009	974.6	2220.3	2633.8	3886.3	--undefined--
0.000000010	1053.0	1837.7	2763.7	4294.1	--undefined--
0.00000001	1098.6	1958.3	3016.3	3984.0	--undefined--
0.00000001	1185.8	2116.1	2999.5	3779.3	--undefined--
0.00000001	1014.3	1969.4	2854.6	4230.1	--undefined--
0.00000001	1090.2	2127.4	3101.4	4044.6	--undefined--
0.00000002	1108.7	1952.0	2698.3	4183.2	--undefined--
0.00000002	1090.0	2178.2	3111.5	4083.9	--undefined--
0.00000002	1104.7	1992.8	2896.1	4480.6	--undefined--
0.00000002	1222.6	2287.4	3167.0	--undefined--	--undefined--
0.00000003	1008.1	1910.6	2735.6	4423.8	--undefined--
0.00000003	1133.0	1952.5	2808.7	4339.5	--undefined--
0.00000004	1194.1	2064.7	3075.7	--undefined--	--undefined--
0.00000005	1305.6	2482.9	3183.2	--undefined--	--undefined--
0.00000007	907.1	1921.6	3001.9	4615.1	--undefined--
0.0000008	818.9	1167.8	2692.6	3983.3	--undefined--
0.000002	1114.4	2073.5	3211.8	4320.5	--undefined--
0.000008	941.1	1800.3	2758.3	3612.7	--undefined--
0.00004	647.9	1901.6	2739.9	4015.2	--undefined--
0.011	1102.3	2167.5	3214.9	4095.5	5114.2
0.013	2194.7	3532.2	4145.1	5081.9	--undefined--
0.029	1930.8	2480.3	3489.5	5094.0	--undefined--
0.031	1802.9	2103.5	3428.0	--undefined--	--undefined--
0.030	495.9	1651.7	2311.2	3238.4	--undefined--
0.020	1197.5	2283.1	3293.4	4836.5	--undefined--
0.019	416.6	1725.7	2407.1	3350.4	--undefined--
0.030	248.3	2026.2	2483.6	3376.2	5366.3
0.041	138.9	2241.8	2534.5	3428.5	5044.4
0.039	280.5	2301.0	2869.5	3396.7	5430.7
0.035	256.2	2286.2	3034.1	3656.6	4910.1
0.013	329.7	2343.1	3102.8	3788.4	5138.2
0.024	295.1	2268.3	2976.8	3486.4	--undefined--
0.037	264.4	2257.6	2812.7	3391.8	4673.0
0.037	280.3	2173.7	2554.4	3435.0	4448.6
0.039	308.0	2076.0	2454.0	3524.0	4432.8
0.057	351.1	1980.1	2395.7	3452.1	4255.5
0.057	426.7	1929.8	2378.6	3498.8	4282.2
0.056	513.1	1690.9	2434.3	3504.7	4439.8
0.013	514.6	1543.5	2488.7	3509.7	--undefined--
0.012	580.4	1312.1	2523.9	3518.0	--undefined--
0.020	592.7	1302.0	3007.9	3582.8	--undefined--
0.023	606.4	1301.2	3124.2	3594.2	--undefined--
0.024	626.3	1285.8	2851.2	3559.0	--undefined--
0.015	594.3	1147.3	2814.9	3486.3	--undefined--
0.005	528.2	1120.9	2774.1	3466.9	--undefined--
0.003	517.0	1014.2	2968.8	3609.7	--undefined--
0.001	440.1	1071.4	2566.2	3356.8	--undefined--
0.0001	419.9	843.3	2006.3	3310.3	--undefined--
0.000005	631.8	1886.5	2967.0	3354.8	--undefined--
0.0000007	612.9	1188.3	2144.0	3300.7	--undefined--
0.0000003	748.5	1567.6	1983.8	3162.1	--undefined--
0.0000003	736.9	1403.6	1945.4	3160.5	--undefined--
